Rented Bike Count,Hour,Temperature(캜),Humidity(%),Wind speed (m/s),Visibility (10m),Seasons,Holiday,Functioning Day,Day,Month,Year
929,1,20.9,79,2.0,932,Summer,No Holiday,Yes,17,6,2018
2391,8,18.2,56,1.5,1994,Autumn,No Holiday,Yes,9,12,2018
1502,8,10.5,79,1.3,2000,Spring,No Holiday,Yes,24,4,2018
1941,22,24.4,67,1.6,2000,Summer,No Holiday,Yes,7,5,2018
56,15,11.4,96,2.0,910,Autumn,No Holiday,Yes,11,8,2018
1791,8,15.8,73,0.5,357,Spring,No Holiday,Yes,30,4,2018
611,11,32.7,48,2.2,1908,Summer,No Holiday,Yes,23,7,2018
720,15,35.0,38,2.0,2000,Summer,No Holiday,Yes,16,8,2018
171,4,7.1,64,0.6,663,Autumn,No Holiday,Yes,16,11,2018
288,3,2.5,77,2.3,992,Autumn,No Holiday,Yes,17,11,2018
875,0,30.5,68,1.9,2000,Summer,No Holiday,Yes,8,1,2018
125,0,-2.5,39,3.4,2000,Winter,No Holiday,Yes,12,11,2017
295,15,1.5,22,3.0,1998,Winter,No Holiday,Yes,1,2,2018
96,10,-16.5,33,3.4,1703,Winter,No Holiday,Yes,26,1,2018
940,11,26.5,44,1.4,1958,Autumn,No Holiday,Yes,9,2,2018
266,17,-6.5,34,4.0,2000,Winter,No Holiday,Yes,1,10,2018
382,17,-1.9,35,1.8,2000,Winter,No Holiday,Yes,1,3,2018
148,8,1.5,80,3.2,1246,Spring,Holiday,Yes,3,1,2018
205,4,12.8,44,0.8,2000,Spring,No Holiday,Yes,20,5,2018
1071,14,29.6,31,3.7,1988,Summer,No Holiday,Yes,6,1,2018
169,15,-5.7,25,4.4,1995,Winter,No Holiday,Yes,2,5,2018
818,13,21.9,48,2.5,1113,Spring,No Holiday,Yes,4,2,2018
990,14,18.8,27,4.9,1888,Spring,No Holiday,Yes,4,12,2018
822,10,26.1,53,0.9,554,Summer,No Holiday,Yes,18,6,2018
1615,23,22.1,73,1.6,1180,Summer,No Holiday,Yes,16,6,2018
363,12,4.3,62,1.6,472,Winter,No Holiday,Yes,29,12,2017
584,6,27.9,63,0.5,2000,Summer,No Holiday,Yes,31,7,2018
172,12,-8.2,31,2.7,1858,Winter,No Holiday,Yes,2,6,2018
2650,19,21.2,52,3.6,1856,Spring,No Holiday,Yes,30,5,2018
403,18,-1.8,35,2.1,2000,Winter,No Holiday,Yes,31,1,2018
285,10,6.5,53,2.0,518,Winter,No Holiday,Yes,28,2,2018
213,1,1.3,67,1.2,1738,Winter,No Holiday,Yes,14,2,2018
402,7,-3.1,68,0.8,1417,Winter,No Holiday,Yes,26,2,2018
740,6,16.7,85,1.0,2000,Summer,No Holiday,Yes,6,12,2018
115,13,-13.3,28,2.7,1889,Winter,No Holiday,Yes,26,1,2018
1851,21,30.4,66,1.6,2000,Summer,No Holiday,Yes,13,8,2018
230,6,10.6,84,1.1,284,Spring,No Holiday,Yes,28,4,2018
1499,20,16.9,41,3.1,1060,Spring,No Holiday,Yes,27,4,2018
17,2,21.2,97,0.8,1018,Summer,No Holiday,Yes,7,2,2018
526,2,11.1,74,1.9,2000,Spring,No Holiday,Yes,19,5,2018
505,6,18.6,84,0.7,316,Spring,No Holiday,Yes,30,5,2018
814,9,12.0,71,1.4,2000,Spring,No Holiday,Yes,24,4,2018
44,19,24.1,93,2.1,1118,Summer,No Holiday,Yes,7,2,2018
920,9,30.2,66,1.4,1131,Summer,No Holiday,Yes,8,8,2018
255,14,4.3,47,2.3,953,Winter,No Holiday,Yes,21,12,2017
1346,20,13.0,41,2.3,1164,Spring,No Holiday,Yes,18,4,2018
1023,12,14.9,40,1.1,1288,Autumn,No Holiday,Yes,11,2,2018
1074,11,21.3,56,1.5,1989,Summer,No Holiday,Yes,6,10,2018
49,0,5.2,83,1.5,733,Spring,No Holiday,Yes,3,8,2018
79,5,-4.0,79,1.5,1202,Winter,No Holiday,Yes,12,2,2017
1193,23,29.3,66,2.8,1854,Summer,No Holiday,Yes,24,7,2018
1955,16,24.2,28,1.7,2000,Autumn,Holiday,Yes,25,9,2018
719,14,6.3,16,2.9,2000,Autumn,No Holiday,Yes,23,11,2018
311,12,6.2,64,1.9,549,Winter,No Holiday,Yes,15,1,2018
58,4,-3.4,75,0.0,1982,Winter,No Holiday,Yes,12,6,2017
0,0,16.4,94,1.8,1744,Autumn,No Holiday,No,10,6,2018
1662,14,28.2,29,2.0,2000,Autumn,No Holiday,Yes,9,9,2018
182,11,20.4,98,0.9,300,Spring,No Holiday,Yes,17,5,2018
1935,20,30.9,67,1.7,1470,Summer,No Holiday,Yes,25,7,2018
1246,18,8.7,28,3.2,2000,Spring,No Holiday,Yes,3,6,2018
754,8,23.2,47,1.0,2000,Summer,No Holiday,Yes,18,8,2018
211,17,-5.6,32,4.6,2000,Winter,No Holiday,Yes,2,3,2018
81,11,13.0,70,5.0,989,Autumn,No Holiday,Yes,23,10,2018
176,22,-1.3,53,1.7,2000,Winter,Holiday,Yes,25,12,2017
342,11,4.8,41,0.8,792,Winter,No Holiday,Yes,27,2,2018
80,0,-9.3,45,0.7,1976,Winter,No Holiday,Yes,29,1,2018
853,16,36.4,40,3.2,2000,Summer,No Holiday,Yes,8,10,2018
1979,15,27.3,51,2.6,598,Summer,No Holiday,Yes,17,6,2018
1900,20,25.1,71,3.6,2000,Autumn,No Holiday,Yes,9,6,2018
266,5,24.8,86,1.6,1170,Summer,No Holiday,Yes,14,7,2018
836,10,27.4,70,2.4,1335,Summer,No Holiday,Yes,13,7,2018
1838,20,15.5,45,2.2,2000,Autumn,No Holiday,Yes,10,8,2018
1031,1,20.6,63,0.6,1670,Summer,Holiday,Yes,6,6,2018
375,13,2.3,22,3.1,1627,Spring,No Holiday,Yes,3,2,2018
1697,22,30.3,60,1.8,2000,Summer,No Holiday,Yes,23,7,2018
511,2,27.7,73,0.4,1832,Summer,No Holiday,Yes,29,7,2018
22,5,-0.8,85,2.8,329,Winter,Holiday,Yes,31,12,2017
1513,21,14.5,50,0.7,1741,Autumn,No Holiday,Yes,25,10,2018
113,4,12.4,0,0.8,2000,Spring,No Holiday,Yes,21,5,2018
299,16,-0.4,30,2.0,2000,Winter,No Holiday,Yes,1,3,2018
1878,17,22.9,23,2.8,1985,Spring,No Holiday,Yes,25,4,2018
655,2,19.4,85,0.0,1533,Autumn,No Holiday,Yes,22,9,2018
166,22,-4.2,67,1.6,503,Winter,No Holiday,Yes,1,9,2018
1023,12,20.5,37,4.6,1761,Spring,No Holiday,Yes,4,10,2018
2174,20,28.9,64,1.7,1567,Summer,No Holiday,Yes,17,7,2018
637,18,-3.1,39,2.1,2000,Winter,No Holiday,Yes,1,3,2018
603,18,-2.6,38,1.4,1604,Winter,No Holiday,Yes,1,4,2018
1975,8,7.2,80,0.8,515,Autumn,No Holiday,Yes,11,5,2018
288,23,4.2,34,1.7,1476,Spring,No Holiday,Yes,3,11,2018
0,5,19.3,73,0.9,1782,Autumn,No Holiday,No,19,9,2018
676,23,10.3,84,1.3,250,Autumn,No Holiday,Yes,11,10,2018
216,11,1.9,25,1.0,1493,Winter,No Holiday,Yes,21,1,2018
177,1,-0.8,58,0.4,400,Winter,No Holiday,Yes,21,1,2018
1987,14,20.2,42,2.8,1832,Autumn,No Holiday,Yes,10,7,2018
243,6,20.4,88,0.6,1064,Summer,No Holiday,Yes,26,8,2018
304,17,21.9,97,3.2,207,Spring,No Holiday,Yes,16,5,2018
531,6,17.7,55,1.5,2000,Autumn,No Holiday,Yes,10,5,2018
516,13,13.4,56,3.7,1693,Spring,No Holiday,Yes,5,3,2018
939,0,27.7,78,1.2,1341,Summer,No Holiday,Yes,26,7,2018
906,15,16.7,85,1.2,2000,Spring,No Holiday,Yes,18,5,2018
1165,22,13.0,45,1.6,1713,Spring,No Holiday,Yes,28,4,2018
931,14,21.0,53,3.2,1306,Spring,No Holiday,Yes,4,3,2018
776,22,21.0,75,1.3,2000,Summer,No Holiday,Yes,6,9,2018
1070,1,22.6,85,0.3,323,Summer,No Holiday,Yes,30,6,2018
238,0,25.7,83,2.0,2000,Summer,No Holiday,Yes,24,8,2018
126,1,-8.5,60,1.2,1908,Winter,No Holiday,Yes,2,8,2018
434,2,12.8,59,0.9,1804,Autumn,No Holiday,Yes,26,10,2018
2070,8,7.9,76,1.2,1290,Autumn,No Holiday,Yes,25,10,2018
225,20,-4.9,55,2.0,2000,Winter,No Holiday,Yes,19,12,2017
1117,19,32.0,76,2.1,692,Summer,No Holiday,Yes,8,12,2018
1682,22,27.6,70,2.7,1994,Summer,No Holiday,Yes,14,7,2018
376,1,9.0,44,1.0,1314,Spring,No Holiday,Yes,4,10,2018
95,3,4.7,44,3.8,2000,Spring,No Holiday,Yes,20,3,2018
116,14,0.5,76,0.9,364,Winter,No Holiday,Yes,18,12,2017
1204,12,23.2,52,1.2,2000,Summer,No Holiday,Yes,6,11,2018
219,20,2.9,66,1.2,173,Winter,No Holiday,Yes,20,1,2018
295,1,16.0,79,1.0,716,Spring,No Holiday,Yes,4,2,2018
1263,21,15.3,73,2.3,2000,Spring,No Holiday,Yes,18,5,2018
1148,14,26.5,43,3.9,1671,Summer,No Holiday,Yes,6,4,2018
716,13,19.5,48,1.9,596,Spring,No Holiday,Yes,29,3,2018
79,23,7.1,96,1.3,1497,Spring,No Holiday,Yes,4,5,2018
994,12,9.1,34,1.0,1802,Autumn,No Holiday,Yes,17,11,2018
219,17,-9.3,43,2.8,1900,Winter,No Holiday,Yes,1,11,2018
172,6,-7.4,34,3.2,2000,Winter,No Holiday,Yes,12,5,2017
776,18,9.4,22,2.9,1995,Spring,No Holiday,Yes,3,11,2018
1037,10,12.6,50,1.4,1712,Autumn,No Holiday,Yes,13,10,2018
1202,23,31.7,52,1.2,2000,Summer,No Holiday,Yes,30,7,2018
725,9,24.2,64,1.2,1985,Summer,No Holiday,Yes,26,8,2018
98,20,-8.2,28,3.5,2000,Winter,No Holiday,Yes,2,4,2018
1391,7,22.7,81,0.4,866,Summer,No Holiday,Yes,28,6,2018
414,22,0.5,38,0.9,1907,Spring,No Holiday,Yes,3,2,2018
131,2,-4.3,53,1.0,1918,Winter,No Holiday,Yes,12,8,2017
437,2,21.2,66,0.8,2000,Autumn,No Holiday,Yes,13,9,2018
412,15,5.5,31,3.1,1968,Winter,No Holiday,Yes,12,6,2017
248,13,2.4,22,2.3,1921,Winter,Holiday,Yes,1,1,2018
567,7,19.6,57,1.6,2000,Summer,No Holiday,Yes,7,7,2018
125,14,-11.1,26,3.8,1980,Winter,No Holiday,Yes,24,1,2018
377,17,5.7,53,1.8,276,Winter,No Holiday,Yes,20,1,2018
79,4,-0.5,75,0.6,1967,Spring,No Holiday,Yes,3,6,2018
1821,21,27.9,61,0.7,2000,Summer,No Holiday,Yes,19,8,2018
453,1,11.7,74,0.5,979,Spring,No Holiday,Yes,4,1,2018
1108,15,18.6,15,0.9,1991,Spring,No Holiday,Yes,13,4,2018
608,7,23.4,94,2.4,1773,Summer,No Holiday,Yes,21,8,2018
1074,13,25.2,77,1.2,1951,Summer,No Holiday,Yes,7,10,2018
392,15,6.3,35,2.6,991,Winter,No Holiday,Yes,19,2,2018
1274,23,22.0,44,0.8,1978,Summer,No Holiday,Yes,6,3,2018
1161,12,17.4,33,1.1,2000,Autumn,No Holiday,Yes,19,10,2018
324,2,20.9,96,0.4,970,Autumn,No Holiday,Yes,9,4,2018
286,15,-1.1,29,2.8,1976,Winter,No Holiday,Yes,1,3,2018
58,5,1.8,84,2.7,214,Winter,No Holiday,Yes,24,2,2018
185,4,14.4,85,0.8,1437,Spring,No Holiday,Yes,5,7,2018
97,6,-8.2,66,0.9,1718,Winter,No Holiday,Yes,20,12,2017
588,23,16.3,82,1.3,480,Spring,No Holiday,Yes,4,1,2018
356,12,4.0,23,3.5,1785,Winter,No Holiday,Yes,20,2,2018
771,21,8.7,49,1.7,464,Spring,No Holiday,Yes,3,12,2018
1120,14,28.9,34,2.7,1328,Summer,No Holiday,Yes,6,5,2018
1602,7,18.8,64,0.7,1099,Summer,No Holiday,Yes,6,5,2018
308,7,-6.9,48,2.4,1974,Winter,No Holiday,Yes,1,3,2018
171,2,4.7,78,1.5,466,Spring,No Holiday,Yes,3,11,2018
1093,13,29.4,33,2.2,1535,Summer,No Holiday,Yes,6,1,2018
302,17,4.5,51,1.1,1244,Winter,No Holiday,Yes,14,1,2018
1752,13,24.2,48,1.2,1968,Summer,No Holiday,Yes,6,10,2018
198,0,1.4,92,0.5,240,Winter,No Holiday,Yes,12,7,2017
1965,20,27.6,46,1.2,2000,Summer,No Holiday,Yes,18,8,2018
141,20,-13.5,33,2.4,2000,Winter,No Holiday,Yes,25,1,2018
762,10,13.8,47,4.8,1561,Spring,No Holiday,Yes,5,3,2018
1505,13,26.1,32,3.0,1985,Autumn,No Holiday,Yes,9,8,2018
46,3,-1.9,67,1.0,1575,Winter,No Holiday,Yes,26,2,2018
1141,18,35.8,35,1.3,2000,Summer,No Holiday,Yes,29,7,2018
2135,8,24.3,83,0.5,1986,Summer,No Holiday,Yes,7,3,2018
1041,0,26.7,80,1.4,1465,Summer,No Holiday,Yes,20,7,2018
1836,8,23.6,93,0.9,308,Summer,No Holiday,Yes,7,5,2018
329,5,23.6,88,0.2,604,Summer,No Holiday,Yes,19,7,2018
12,9,15.4,97,0.8,413,Spring,No Holiday,Yes,5,6,2018
0,21,11.0,34,2.1,2000,Spring,No Holiday,No,4,11,2018
3196,18,25.9,52,2.1,2000,Summer,No Holiday,Yes,7,6,2018
251,19,-10.9,44,3.0,2000,Winter,No Holiday,Yes,1,11,2018
274,13,25.8,78,2.8,2000,Summer,No Holiday,Yes,24,8,2018
696,13,34.2,41,1.7,2000,Summer,No Holiday,Yes,8,10,2018
1107,0,19.2,53,3.7,2000,Autumn,No Holiday,Yes,9,8,2018
944,23,10.9,64,0.2,2000,Autumn,No Holiday,Yes,18,10,2018
149,3,5.2,82,0.8,190,Winter,Holiday,Yes,24,12,2017
0,6,17.7,77,0.2,1757,Autumn,No Holiday,No,18,9,2018
17,20,21.3,97,2.8,388,Spring,No Holiday,Yes,17,5,2018
2111,8,9.7,58,0.6,1559,Autumn,No Holiday,Yes,22,10,2018
229,21,-3.4,40,0.9,2000,Winter,No Holiday,Yes,31,1,2018
137,15,25.7,81,0.7,1825,Autumn,No Holiday,Yes,9,3,2018
96,0,-5.3,77,3.8,894,Winter,No Holiday,Yes,23,1,2018
1811,8,26.3,84,2.1,973,Summer,No Holiday,Yes,7,12,2018
134,19,-6.0,31,3.6,2000,Winter,No Holiday,Yes,28,1,2018
0,17,15.3,63,1.2,260,Autumn,No Holiday,No,11,6,2018
121,9,-4.3,39,0.7,1973,Winter,Holiday,Yes,1,1,2018
124,7,-3.5,83,1.6,953,Winter,No Holiday,Yes,31,1,2018
1386,17,14.3,77,2.9,1966,Autumn,No Holiday,Yes,26,10,2018
1300,9,6.8,64,1.0,949,Autumn,No Holiday,Yes,15,11,2018
486,10,17.7,88,1.1,322,Spring,No Holiday,Yes,5,2,2018
1944,8,25.8,71,0.4,760,Summer,No Holiday,Yes,18,7,2018
90,4,1.7,51,1.3,2000,Spring,No Holiday,Yes,4,8,2018
982,9,26.5,82,2.7,815,Summer,No Holiday,Yes,7,12,2018
1156,17,33.7,48,2.3,2000,Summer,No Holiday,Yes,8,12,2018
2162,18,26.6,52,2.5,1368,Summer,Holiday,Yes,6,6,2018
764,20,3.4,37,2.3,2000,Autumn,No Holiday,Yes,30,11,2018
214,21,-9.4,47,2.0,2000,Winter,No Holiday,Yes,1,10,2018
2612,18,15.1,53,1.7,2000,Autumn,No Holiday,Yes,24,10,2018
1298,21,13.3,47,1.9,1805,Spring,No Holiday,Yes,5,4,2018
494,10,7.2,43,1.5,559,Spring,No Holiday,Yes,24,3,2018
0,21,13.0,76,0.9,231,Autumn,No Holiday,No,11,6,2018
181,20,-0.8,85,2.9,836,Winter,No Holiday,Yes,22,1,2018
705,14,18.3,43,2.2,1509,Spring,No Holiday,Yes,13,3,2018
1664,22,29.8,75,1.4,1609,Summer,No Holiday,Yes,8,7,2018
46,4,-11.6,47,2.1,1982,Winter,No Holiday,Yes,12,12,2017
103,6,-5.5,24,0.5,2000,Winter,No Holiday,Yes,28,12,2017
2430,8,21.1,66,1.0,797,Summer,No Holiday,Yes,19,6,2018
662,1,19.5,52,1.3,2000,Autumn,No Holiday,Yes,9,11,2018
1241,7,13.6,75,1.6,1987,Spring,No Holiday,Yes,23,5,2018
966,9,29.1,69,1.0,853,Summer,No Holiday,Yes,26,7,2018
723,13,17.5,54,3.1,1065,Spring,No Holiday,Yes,28,3,2018
165,20,3.3,65,3.2,1172,Winter,No Holiday,Yes,18,12,2017
244,13,-1.5,33,3.8,2000,Winter,Holiday,Yes,25,12,2017
316,15,4.4,46,1.4,1113,Winter,No Holiday,Yes,21,12,2017
1344,16,24.8,45,1.8,549,Spring,No Holiday,Yes,30,4,2018
1042,12,28.9,40,2.3,809,Summer,No Holiday,Yes,24,6,2018
586,2,22.7,87,0.5,1187,Summer,No Holiday,Yes,7,1,2018
1916,16,19.4,29,1.2,1154,Autumn,No Holiday,Yes,13,10,2018
540,10,34.3,45,1.0,1919,Summer,No Holiday,Yes,8,1,2018
409,2,7.1,61,0.6,2000,Autumn,No Holiday,Yes,10,12,2018
282,0,5.8,75,1.9,788,Winter,No Holiday,Yes,23,12,2017
606,8,2.1,65,1.1,1559,Winter,No Holiday,Yes,14,2,2018
133,5,-0.4,39,0.8,2000,Autumn,No Holiday,Yes,22,11,2018
1021,9,7.5,53,1.6,1981,Autumn,No Holiday,Yes,29,10,2018
579,9,14.8,95,1.0,986,Spring,No Holiday,Yes,13,5,2018
283,12,5.3,70,0.9,226,Winter,No Holiday,Yes,23,2,2018
311,5,22.5,66,1.5,2000,Summer,No Holiday,Yes,7,6,2018
67,5,0.7,66,0.7,687,Winter,No Holiday,Yes,29,12,2017
2260,8,20.5,78,2.5,1250,Autumn,No Holiday,Yes,9,7,2018
952,12,29.8,33,1.5,1936,Summer,No Holiday,Yes,18,8,2018
728,8,7.4,70,0.5,1373,Autumn,No Holiday,Yes,13,10,2018
562,18,21.9,97,2.1,191,Spring,No Holiday,Yes,16,5,2018
632,2,25.1,85,1.1,1379,Summer,No Holiday,Yes,15,7,2018
1881,8,13.1,78,1.2,330,Spring,No Holiday,Yes,5,11,2018
798,23,6.4,60,1.8,1930,Autumn,No Holiday,Yes,31,10,2018
1066,8,3.8,47,0.8,1229,Spring,No Holiday,Yes,3,12,2018
1002,10,22.2,70,3.1,740,Summer,No Holiday,Yes,20,6,2018
1285,23,26.6,75,1.5,1996,Summer,No Holiday,Yes,16,7,2018
237,23,5.5,80,0.6,185,Winter,No Holiday,Yes,23,12,2017
1563,13,25.7,52,1.1,639,Summer,No Holiday,Yes,17,6,2018
705,1,18.3,83,1.1,451,Spring,Holiday,Yes,5,1,2018
421,2,9.1,79,0.5,1625,Autumn,No Holiday,Yes,25,10,2018
36,3,-11.6,35,3.2,1992,Winter,No Holiday,Yes,2,6,2018
1779,22,21.7,50,1.6,2000,Autumn,No Holiday,Yes,9,10,2018
1337,22,28.6,74,2.5,1804,Summer,No Holiday,Yes,8,4,2018
729,0,10.5,75,0.3,1800,Autumn,No Holiday,Yes,25,10,2018
632,22,6.8,53,0.4,1498,Autumn,No Holiday,Yes,18,11,2018
112,5,6.6,73,0.3,1219,Autumn,No Holiday,Yes,11,4,2018
1091,7,27.9,60,1.1,1983,Summer,No Holiday,Yes,31,7,2018
1179,11,15.2,44,1.2,1301,Autumn,No Holiday,Yes,13,10,2018
1258,14,27.2,44,2.9,1377,Summer,No Holiday,Yes,19,6,2018
907,21,6.8,73,2.3,730,Autumn,No Holiday,Yes,16,11,2018
916,23,12.0,59,0.4,685,Autumn,No Holiday,Yes,22,10,2018
65,5,-2.9,77,0.8,1833,Winter,No Holiday,Yes,26,12,2017
884,15,11.0,46,3.4,2000,Autumn,No Holiday,Yes,29,10,2018
1009,9,22.6,51,1.7,2000,Summer,No Holiday,Yes,7,7,2018
404,19,21.9,97,2.2,196,Spring,No Holiday,Yes,16,5,2018
34,4,-2.4,82,1.5,877,Winter,No Holiday,Yes,31,1,2018
215,4,18.0,59,1.5,2000,Autumn,No Holiday,Yes,9,12,2018
365,14,3.3,14,2.9,1985,Winter,No Holiday,Yes,21,2,2018
769,1,18.8,84,1.7,658,Summer,No Holiday,Yes,6,8,2018
128,2,-4.4,53,0.3,1594,Winter,No Holiday,Yes,1,7,2018
1446,16,23.2,33,2.4,869,Spring,No Holiday,Yes,27,4,2018
573,14,19.3,83,2.3,2000,Autumn,No Holiday,Yes,20,9,2018
67,3,-5.5,56,1.1,1453,Winter,No Holiday,Yes,1,5,2018
19,19,2.5,95,1.9,838,Winter,No Holiday,Yes,28,2,2018
129,0,19.3,97,1.8,523,Spring,No Holiday,Yes,18,5,2018
716,15,6.9,31,2.9,1982,Autumn,No Holiday,Yes,22,11,2018
482,13,6.1,22,2.4,1710,Winter,No Holiday,Yes,25,2,2018
48,20,20.3,95,0.8,1372,Summer,No Holiday,Yes,7,9,2018
170,4,10.0,73,0.9,622,Autumn,No Holiday,Yes,23,10,2018
876,9,30.6,55,1.1,2000,Summer,No Holiday,Yes,16,8,2018
1008,23,28.5,69,1.1,2000,Summer,Holiday,Yes,15,8,2018
636,15,19.9,45,2.7,676,Spring,No Holiday,Yes,27,3,2018
828,12,31.7,42,2.6,1868,Summer,No Holiday,Yes,19,7,2018
94,8,-4.9,44,3.0,2000,Winter,Holiday,Yes,25,12,2017
75,4,5.9,68,0.7,1590,Spring,No Holiday,Yes,16,4,2018
455,1,28.7,80,1.5,1295,Summer,No Holiday,Yes,8,6,2018
864,10,16.1,37,2.9,1629,Spring,No Holiday,Yes,5,4,2018
2264,21,27.8,72,0.6,2000,Summer,No Holiday,Yes,7,3,2018
977,9,29.4,64,2.3,1926,Summer,No Holiday,Yes,8,9,2018
466,2,20.2,56,2.3,1498,Spring,No Holiday,Yes,29,5,2018
1132,12,16.8,50,1.6,2000,Autumn,No Holiday,Yes,18,10,2018
565,12,32.5,59,3.4,1780,Summer,No Holiday,Yes,8,5,2018
0,23,14.1,53,2.1,2000,Autumn,No Holiday,No,30,9,2018
1783,14,27.1,40,1.8,1779,Summer,No Holiday,Yes,16,6,2018
0,21,16.2,65,1.5,2000,Autumn,No Holiday,No,10,2,2018
914,10,22.0,69,2.0,488,Summer,No Holiday,Yes,6,7,2018
1007,19,2.9,26,1.1,2000,Autumn,No Holiday,Yes,23,11,2018
109,6,0.8,63,1.0,2000,Spring,No Holiday,Yes,17,3,2018
1732,21,24.8,72,1.4,1298,Summer,No Holiday,Yes,30,8,2018
27,4,20.5,97,0.1,257,Summer,No Holiday,Yes,27,8,2018
658,8,-6.6,64,1.1,791,Winter,No Holiday,Yes,15,12,2017
139,6,13.5,98,0.4,251,Spring,No Holiday,Yes,13,5,2018
600,2,24.9,86,1.3,1469,Summer,No Holiday,Yes,13,7,2018
6,5,9.2,95,2.3,404,Spring,No Holiday,Yes,23,4,2018
719,20,7.4,50,0.7,1499,Autumn,No Holiday,Yes,18,11,2018
105,7,-6.6,65,1.0,1320,Winter,No Holiday,Yes,1,6,2018
1164,11,24.8,34,0.9,1439,Spring,No Holiday,Yes,26,5,2018
150,5,16.3,61,1.5,2000,Autumn,No Holiday,Yes,26,9,2018
992,10,23.7,47,1.3,2000,Summer,No Holiday,Yes,6,11,2018
959,13,27.7,76,2.6,1258,Summer,No Holiday,Yes,7,12,2018
807,18,-2.1,29,3.9,2000,Winter,No Holiday,Yes,12,4,2017
1247,0,19.7,83,1.5,390,Summer,No Holiday,Yes,6,9,2018
1064,10,25.8,35,1.5,1900,Summer,No Holiday,Yes,23,6,2018
517,1,6.5,60,0.5,1788,Autumn,No Holiday,Yes,14,11,2018
1176,19,13.8,81,1.5,760,Autumn,No Holiday,Yes,11,7,2018
781,15,34.0,50,3.0,1705,Summer,No Holiday,Yes,25,7,2018
334,3,28.3,80,1.4,1617,Summer,No Holiday,Yes,8,9,2018
72,5,0.6,50,0.1,1026,Winter,No Holiday,Yes,27,2,2018
806,9,16.6,70,1.5,945,Spring,No Holiday,Yes,4,2,2018
849,0,22.0,81,1.6,374,Summer,No Holiday,Yes,24,6,2018
784,21,18.7,84,2.7,1744,Autumn,No Holiday,Yes,20,9,2018
109,4,12.8,81,0.2,418,Spring,No Holiday,Yes,29,3,2018
197,0,3.2,84,0.6,785,Spring,No Holiday,Yes,4,9,2018
206,2,8.8,81,0.0,773,Autumn,No Holiday,Yes,11,5,2018
249,6,20.2,66,1.0,2000,Autumn,No Holiday,Yes,9,2,2018
247,11,-3.9,51,4.5,1746,Winter,No Holiday,Yes,1,9,2018
983,21,16.9,81,1.9,472,Spring,No Holiday,Yes,4,1,2018
1612,15,23.3,38,1.5,1963,Spring,No Holiday,Yes,21,5,2018
1178,22,16.3,25,2.0,2000,Spring,No Holiday,Yes,13,4,2018
1436,16,28.2,48,1.4,1995,Autumn,No Holiday,Yes,13,9,2018
286,4,20.5,90,0.8,223,Summer,No Holiday,Yes,24,6,2018
207,19,-1.2,37,1.2,1663,Winter,No Holiday,Yes,1,6,2018
760,1,24.8,89,0.9,1555,Summer,No Holiday,Yes,13,7,2018
161,5,17.4,86,1.1,1820,Summer,No Holiday,Yes,15,6,2018
1001,1,18.9,55,2.3,2000,Autumn,No Holiday,Yes,9,8,2018
0,12,23.2,38,1.7,1990,Autumn,No Holiday,No,10,4,2018
94,16,-2.2,76,1.7,233,Winter,No Holiday,Yes,30,1,2018
1001,14,16.1,32,1.4,1703,Autumn,No Holiday,Yes,14,11,2018
2129,17,27.8,41,1.9,1999,Autumn,No Holiday,Yes,9,12,2018
1943,22,25.9,45,2.1,2000,Summer,No Holiday,Yes,16,8,2018
2640,18,33.0,51,2.4,1566,Summer,No Holiday,Yes,19,7,2018
631,6,27.5,72,1.1,2000,Summer,No Holiday,Yes,16,8,2018
655,22,4.4,43,1.1,2000,Autumn,No Holiday,Yes,17,11,2018
583,15,26.9,77,2.5,1937,Summer,No Holiday,Yes,29,8,2018
1294,15,11.9,26,2.8,1338,Spring,No Holiday,Yes,3,11,2018
2237,22,22.4,54,2.5,1778,Summer,No Holiday,Yes,6,5,2018
1104,9,11.9,50,1.1,1529,Autumn,No Holiday,Yes,22,10,2018
1978,19,24.0,41,1.9,2000,Autumn,No Holiday,Yes,9,8,2018
30,4,24.5,88,2.0,1433,Summer,No Holiday,Yes,24,8,2018
771,9,25.3,42,1.4,1921,Summer,No Holiday,Yes,18,8,2018
2349,18,29.3,25,2.4,1973,Summer,No Holiday,Yes,6,3,2018
1025,19,15.3,41,2.0,1751,Spring,No Holiday,Yes,31,3,2018
1940,21,16.4,56,0.8,2000,Spring,No Holiday,Yes,5,9,2018
421,22,5.0,75,2.2,1084,Spring,No Holiday,Yes,3,10,2018
229,1,0.6,36,0.4,1933,Spring,No Holiday,Yes,3,3,2018
48,6,1.6,78,1.6,448,Winter,No Holiday,Yes,2,10,2018
812,8,-8.1,36,1.6,2000,Winter,No Holiday,Yes,12,5,2017
688,11,31.5,51,2.1,1498,Summer,No Holiday,Yes,16,7,2018
255,10,0.0,29,1.3,1592,Winter,No Holiday,Yes,19,1,2018
313,7,18.4,68,0.6,2000,Summer,No Holiday,Yes,6,10,2018
1273,16,18.8,23,4.2,1956,Spring,No Holiday,Yes,4,12,2018
727,7,-2.8,42,1.3,2000,Autumn,No Holiday,Yes,23,11,2018
1195,9,23.4,59,3.0,1974,Autumn,No Holiday,Yes,9,5,2018
127,8,17.8,97,2.0,1284,Autumn,No Holiday,Yes,21,9,2018
1181,19,8.4,61,0.3,573,Autumn,No Holiday,Yes,26,11,2018
